"","Cód Mun. (IBGE)","Município","UF","Região","População","Ano (população IBGE)","IDHM","IDHM (Renda)","IDHM (Educação)"
"1","1100031","Cabixi","RO","Norte","5363","2022","0.65","0.65","0.559"
"2","1100072","Corumbiara","RO","Norte","7519","2022","0.613","0.63","0.473"
"3","1100148","Nova Brasilândia D'Oeste","RO","Norte","15679","2022","0.643","0.664","0.524"
"4","1100262","Rio Crespo","RO","Norte","3471","2022","0.643","0.637","0.513"
"5","1100379","Alto Alegre dos Parecis","RO","Norte","11479","2022","0.592","0.603","0.443"
"6","1100502","Novo Horizonte do Oeste","RO","Norte","7667","2022","0.634","0.606","0.527"
"7","1100924","Chupinguaia","RO","Norte","9324","2022","0.652","0.659","0.514"
"8","1101203","Ministro Andreazza","RO","Norte","6466","2022","0.638","0.647","0.518"
"9","1101435","Nova União","RO","Norte","6200","2022","0.587","0.608","0.442"
"10","1101450","Parecis","RO","Norte","4125","2022","0.617","0.604","0.485"
"11","1101468","Pimenteiras do Oeste","RO","Norte","2156","2022","0.665","0.662","0.545"
"12","1101476","Primavera de Rondônia","RO","Norte","3074","2022","0.641","0.645","0.512"
"13","1101484","São Felipe D'Oeste","RO","Norte","5258","2022","0.649","0.615","0.571"
"14","1101559","Teixeirópolis","RO","Norte","4256","2022","0.643","0.653","0.498"
"15","1101757","Vale do Anari","RO","Norte","7788","2022","0.584","0.626","0.421"
"16","1101807","Vale do Paraíso","RO","Norte","6479","2022","0.627","0.641","0.485"
"17","1200054","Assis Brasil","AC","Norte","8100","2022","0.588","0.578","0.456"
"18","1200252","Epitaciolândia","AC","Norte","18757","2022","0.653","0.654","0.553"
"19","1200344","Manoel Urbano","AC","Norte","11996","2022","0.551","0.586","0.373"
"20","1200351","Marechal Thaumaturgo","AC","Norte","17093","2022","0.501","0.479","0.361"
"21","1200427","Rodrigues Alves","AC","Norte","14938","2022","0.567","0.518","0.477"
"22","1200435","Santa Rosa do Purus","AC","Norte","6723","2022","0.517","0.519","0.34"
"23","1200708","Xapuri","AC","Norte","18243","2022","0.599","0.621","0.448"
"24","1200807","Porto Acre","AC","Norte","16693","2022","0.576","0.593","0.418"
"25","1300060","Amaturá","AM","Norte","10819","2022","0.56","0.499","0.455"
"26","1300086","Anamã","AM","Norte","9962","2022","0.594","0.537","0.526"
"27","1300631","Beruri","AM","Norte","20718","2022","0.506","0.512","0.346"
"28","1300839","Caapiranga","AM","Norte","13473","2022","0.569","0.544","0.436"
"29","1300904","Canutama","AM","Norte","16869","2022","0.53","0.522","0.379"
"30","1301407","Eirunepé","AM","Norte","33170","2022","0.563","0.548","0.431"
"31","1301654","Guajará","AM","Norte","13815","2022","0.532","0.51","0.387"
"32","1301803","Ipixuna","AM","Norte","24311","2022","0.481","0.476","0.302"
"33","1301951","Itamarati","AM","Norte","10937","2022","0.477","0.529","0.266"
"34","1302108","Japurá","AM","Norte","8858","2022","0.522","0.552","0.345"
"35","1302207","Juruá","AM","Norte","10742","2022","0.522","0.538","0.376"
"36","1302306","Jutaí","AM","Norte","25172","2022","0.516","0.528","0.34"
"37","1302405","Lábrea","AM","Norte","45448","2022","0.531","0.538","0.374"
"38","1302801","Maraã","AM","Norte","15520","2022","0.498","0.466","0.348"
"39","1303908","São Paulo de Olivença","AM","Norte","32967","2022","0.521","0.471","0.386"
"40","1304104","Tapauá","AM","Norte","19599","2022","0.502","0.512","0.355"
"41","1304237","Tonantins","AM","Norte","19247","2022","0.548","0.508","0.416"
"42","1304260","Uarini","AM","Norte","14431","2022","0.527","0.535","0.378"
"43","1400027","Amajari","RR","Norte","13927","2022","0.484","0.437","0.319"
"44","1400050","Alto Alegre","RR","Norte","21066","2022","0.542","0.518","0.379"
"45","1400175","Cantá","RR","Norte","18682","2022","0.619","0.581","0.509"
"46","1400233","Caroebe","RR","Norte","10656","2022","0.639","0.6","0.549"
"47","1400282","Iracema","RR","Norte","10023","2022","0.582","0.56","0.434"
"48","1400308","Mucajaí","RR","Norte","18064","2022","0.665","0.661","0.547"
"49","1400407","Normandia","RR","Norte","13669","2022","0.594","0.52","0.502"
"50","1400506","São João da Baliza","RR","Norte","8858","2022","0.655","0.614","0.587"
"51","1400605","São Luiz","RR","Norte","7315","2022","0.649","0.605","0.574"
"52","1400704","Uiramutã","RR","Norte","13751","2022","0.453","0.439","0.276"
"53","1500206","Acará","PA","Norte","57385","2022","0.506","0.517","0.332"
"54","1500347","Água Azul do Norte","PA","Norte","18080","2022","0.564","0.563","0.399"
"55","1500701","Anajás","PA","Norte","28011","2022","0.484","0.506","0.29"
"56","1500958","Aurora do Pará","PA","Norte","23632","2022","0.519","0.504","0.358"
"57","1501006","Aveiro","PA","Norte","18290","2022","0.541","0.47","0.45"
"58","1501105","Bagre","PA","Norte","34711","2022","0.471","0.481","0.28"
"59","1501204","Baião","PA","Norte","51641","2022","0.578","0.538","0.467"
"60","1501451","Belterra","PA","Norte","18099","2022","0.588","0.548","0.478"
"61","1501576","Bom Jesus do Tocantins","PA","Norte","18005","2022","0.589","0.601","0.437"
"62","1501600","Bonito","PA","Norte","12622","2022","0.546","0.531","0.398"
"63","1502004","Cachoeira do Arari","PA","Norte","23981","2022","0.546","0.525","0.398"
"64","1502509","Chaves","PA","Norte","20757","2022","0.453","0.516","0.234"
"65","1502756","Concórdia do Pará","PA","Norte","26881","2022","0.566","0.56","0.438"
"66","1502764","Cumaru do Norte","PA","Norte","14036","2022","0.55","0.635","0.33"
"67","1502806","Curralinho","PA","Norte","33903","2022","0.502","0.508","0.323"
"68","1502954","Eldorado do Carajás","PA","Norte","28192","2022","0.56","0.572","0.405"
"69","1503002","Faro","PA","Norte","8728","2022","0.563","0.501","0.47"
"70","1503101","Gurupá","PA","Norte","31788","2022","0.509","0.51","0.333"
"71","1503200","Igarapé-Açu","PA","Norte","35797","2022","0.595","0.579","0.49"
"72","1503408","Inhangapi","PA","Norte","10325","2022","0.572","0.55","0.456"
"73","1503457","Ipixuna do Pará","PA","Norte","30329","2022","0.489","0.508","0.304"
"74","1503507","Irituia","PA","Norte","30955","2022","0.559","0.536","0.427"
"75","1503705","Itupiranga","PA","Norte","49752","2022","0.528","0.543","0.364"
"76","1503903","Juruti","PA","Norte","50881","2022","0.592","0.547","0.501"
"77","1504109","Magalhães Barata","PA","Norte","8115","2022","0.597","0.524","0.507"
"78","1504406","Marapanim","PA","Norte","26471","2022","0.609","0.57","0.521"
"79","1504455","Medicilândia","PA","Norte","27077","2022","0.582","0.605","0.408"
"80","1504505","Melgaço","PA","Norte","27876","2022","0.418","0.454","0.207"
"81","1504604","Mocajuba","PA","Norte","27198","2022","0.575","0.539","0.467"
"82","1504976","Nova Ipixuna","PA","Norte","13955","2022","0.581","0.59","0.435"
"83","1505205","Oeiras do Pará","PA","Norte","33844","2022","0.507","0.502","0.344"
"84","1505486","Pacajá","PA","Norte","41097","2022","0.515","0.541","0.338"
"85","1505551","Pau D'Arco","PA","Norte","6931","2022","0.574","0.571","0.443"
"86","1505650","Placas","PA","Norte","18668","2022","0.552","0.541","0.404"
"87","1506112","Quatipuru","PA","Norte","11524","2022","0.543","0.55","0.397"
"88","1506302","Salvaterra","PA","Norte","24129","2022","0.608","0.58","0.488"
"89","1506351","Santa Bárbara do Pará","PA","Norte","21089","2022","0.627","0.575","0.546"
"90","1506401","Santa Cruz do Arari","PA","Norte","7445","2022","0.557","0.483","0.461"
"91","1506500","Santa Izabel do Pará","PA","Norte","73019","2022","0.659","0.622","0.576"
"92","1506559","Santa Luzia do Pará","PA","Norte","20370","2022","0.546","0.53","0.424"
"93","1506583","Santa Maria das Barreiras","PA","Norte","16548","2022","0.544","0.555","0.37"
"94","1506906","Santarém Novo","PA","Norte","6116","2022","0.587","0.52","0.502"
"95","1507102","São Caetano de Odivelas","PA","Norte","16666","2022","0.585","0.552","0.473"
"96","1507151","São Domingos do Araguaia","PA","Norte","21092","2022","0.594","0.629","0.451"
"97","1507409","São Francisco do Pará","PA","Norte","14894","2022","0.608","0.571","0.502"
"98","1507474","São João de Pirabas","PA","Norte","20689","2022","0.539","0.529","0.393"
"99","1507508","São João do Araguaia","PA","Norte","13465","2022","0.55","0.53","0.424"
"100","1507755","Sapucaia","PA","Norte","5847","2022","0.59","0.639","0.405"
"101","1507805","Senador José Porfírio","PA","Norte","22576","2022","0.514","0.533","0.338"
"102","1508035","Tracuateua","PA","Norte","28595","2022","0.531","0.514","0.376"
"103","1508050","Trairão","PA","Norte","15242","2022","0.562","0.594","0.392"
"104","1508357","Vitória do Xingu","PA","Norte","15599","2022","0.596","0.594","0.451"
"105","1600055","Serra do Navio","AP","Norte","4673","2022","0.709","0.659","0.692"
"106","1600154","Pedra Branca do Amapari","AP","Norte","12847","2022","0.626","0.628","0.502"
"107","1600212","Cutias","AP","Norte","4461","2022","0.628","0.576","0.566"
"108","1600253","Itaubal","AP","Norte","5599","2022","0.576","0.528","0.477"
"109","1600402","Mazagão","AP","Norte","21918","2022","0.592","0.609","0.449"
"110","1600550","Pracuúba","AP","Norte","3803","2022","0.614","0.539","0.544"
"111","1600709","Tartarugalzinho","AP","Norte","12945","2022","0.592","0.553","0.473"
"112","1600808","Vitória do Jari","AP","Norte","11291","2022","0.619","0.587","0.517"
"113","1701051","Angico","TO","Norte","2876","2022","0.648","0.576","0.612"
"114","1701309","Aragominas","TO","Norte","5290","2022","0.593","0.611","0.461"
"115","1702158","Araguanã","TO","Norte","4310","2022","0.604","0.617","0.473"
"116","1702703","Aurora do Tocantins","TO","Norte","3342","2022","0.677","0.676","0.57"
"117","1703057","Bandeirantes do Tocantins","TO","Norte","3407","2022","0.638","0.57","0.571"
"118","1703206","Bernardo Sayão","TO","Norte","4229","2022","0.638","0.606","0.573"
"119","1703305","Bom Jesus do Tocantins","TO","Norte","4033","2022","0.66","0.621","0.555"
"120","1703602","Brasilândia do Tocantins","TO","Norte","1974","2022","0.684","0.64","0.601"
"121","1703701","Brejinho de Nazaré","TO","Norte","4725","2022","0.686","0.635","0.619"
"122","1703826","Cachoeirinha","TO","Norte","1961","2022","0.627","0.548","0.59"
"123","1703883","Carmolândia","TO","Norte","2201","2022","0.64","0.621","0.521"
"124","1703909","Caseara","TO","Norte","4847","2022","0.658","0.647","0.534"
"125","1704105","Centenário","TO","Norte","2131","2022","0.569","0.571","0.461"
"126","1704600","Chapada de Areia","TO","Norte","1501","2022","0.619","0.619","0.529"
"127","1705102","Chapada da Natividade","TO","Norte","3117","2022","0.62","0.59","0.497"
"128","1705607","Conceição do Tocantins","TO","Norte","3887","2022","0.592","0.588","0.478"
"129","1706001","Couto Magalhães","TO","Norte","5331","2022","0.605","0.574","0.508"
"130","1706258","Crixás do Tocantins","TO","Norte","1470","2022","0.644","0.603","0.555"
"131","1706506","Darcinópolis","TO","Norte","5827","2022","0.581","0.597","0.429"
"132","1707108","Divinópolis do Tocantins","TO","Norte","7024","2022","0.683","0.667","0.585"
"133","1707207","Dois Irmãos do Tocantins","TO","Norte","6327","2022","0.583","0.551","0.442"
"134","1707306","Dueré","TO","Norte","4248","2022","0.679","0.654","0.566"
"135","1707405","Esperantina","TO","Norte","7530","2022","0.57","0.495","0.524"
"136","1707553","Fátima","TO","Norte","3467","2022","0.697","0.653","0.638"
"137","1707652","Figueirópolis","TO","Norte","5211","2022","0.689","0.664","0.6"
"138","1708254","Tabocão","TO","Norte","3455","2022","0.659","0.616","0.575"
"139","1709807","Ipueiras","TO","Norte","1590","2022","0.62","0.576","0.518"
"140","1710904","Itapiratins","TO","Norte","3577","2022","0.601","0.611","0.446"
"141","1711100","Itaporã do Tocantins","TO","Norte","2404","2022","0.65","0.613","0.531"
"142","1711506","Jaú do Tocantins","TO","Norte","3334","2022","0.662","0.672","0.529"
"143","1711803","Juarina","TO","Norte","2243","2022","0.584","0.563","0.478"
"144","1711902","Lagoa da Confusão","TO","Norte","15288","2022","0.627","0.63","0.496"
"145","1712405","Lizarda","TO","Norte","2999","2022","0.57","0.584","0.415"
"146","1712504","Marianópolis do Tocantins","TO","Norte","4615","2022","0.631","0.63","0.504"
"147","1713601","Monte do Carmo","TO","Norte","5694","2022","0.622","0.608","0.489"
"148","1713700","Monte Santo do Tocantins","TO","Norte","2396","2022","0.62","0.572","0.547"
"149","1713809","Palmeiras do Tocantins","TO","Norte","4872","2022","0.628","0.586","0.522"
"150","1713957","Muricilândia","TO","Norte","3367","2022","0.596","0.543","0.524"
"151","1714203","Natividade","TO","Norte","8754","2022","0.673","0.646","0.556"
"152","1714302","Nazaré","TO","Norte","4521","2022","0.643","0.584","0.576"
"153","1714880","Nova Olinda","TO","Norte","10367","2022","0.631","0.614","0.535"
"154","1715150","Novo Alegre","TO","Norte","1846","2022","0.699","0.642","0.654"
"155","1715259","Novo Jardim","TO","Norte","2230","2022","0.596","0.559","0.52"
"156","1715507","Oliveira de Fátima","TO","Norte","1164","2022","0.675","0.627","0.614"
"157","1716208","Paranã","TO","Norte","10542","2022","0.595","0.588","0.461"
"158","1716653","Pequizeiro","TO","Norte","4921","2022","0.627","0.589","0.518"
"159","1716703","Colméia","TO","Norte","8941","2022","0.671","0.645","0.574"
"160","1717008","Pindorama do Tocantins","TO","Norte","4478","2022","0.605","0.579","0.521"
"161","1717206","Piraquê","TO","Norte","2282","2022","0.621","0.593","0.511"
"162","1717800","Ponte Alta do Bom Jesus","TO","Norte","4220","2022","0.603","0.589","0.455"
"163","1718006","Porto Alegre do Tocantins","TO","Norte","2866","2022","0.645","0.586","0.584"
"164","1718402","Presidente Kennedy","TO","Norte","3047","2022","0.669","0.628","0.582"
"165","1718451","Pugmil","TO","Norte","2193","2022","0.669","0.621","0.595"
"166","1718501","Recursolândia","TO","Norte","3421","2022","0.5","0.49","0.345"
"167","1718550","Riachinho","TO","Norte","3960","2022","0.572","0.503","0.49"
"168","1718709","Rio dos Bois","TO","Norte","2738","2022","0.616","0.588","0.501"
"169","1718808","Sampaio","TO","Norte","4215","2022","0.606","0.546","0.59"
"170","1718840","Sandolândia","TO","Norte","3723","2022","0.659","0.626","0.578"
"171","1718881","Santa Maria do Tocantins","TO","Norte","2680","2022","0.634","0.6","0.543"
"172","1718899","Santa Rita do Tocantins","TO","Norte","2219","2022","0.651","0.63","0.527"
"173","1718907","Santa Rosa do Tocantins","TO","Norte","4656","2022","0.595","0.574","0.471"
"174","1719004","Santa Tereza do Tocantins","TO","Norte","2781","2022","0.662","0.618","0.575"
"175","1720002","Santa Terezinha do Tocantins","TO","Norte","2406","2022","0.637","0.583","0.584"
"176","1720101","São Bento do Tocantins","TO","Norte","5654","2022","0.605","0.595","0.506"
"177","1720150","São Félix do Tocantins","TO","Norte","1783","2022","0.574","0.55","0.446"
"178","1720200","São Miguel do Tocantins","TO","Norte","13241","2022","0.623","0.582","0.544"
"179","1720259","São Salvador do Tocantins","TO","Norte","2385","2022","0.605","0.592","0.471"
"180","1720309","São Sebastião do Tocantins","TO","Norte","4100","2022","0.573","0.516","0.487"
"181","1720499","São Valério","TO","Norte","4422","2022","0.643","0.605","0.539"
"182","1720655","Silvanópolis","TO","Norte","5108","2022","0.675","0.638","0.592"
"183","1720804","Sítio Novo do Tocantins","TO","Norte","10830","2022","0.604","0.55","0.526"
"184","1720853","Sucupira","TO","Norte","1577","2022","0.667","0.623","0.599"
"185","1720937","Taipas do Tocantins","TO","Norte","2021","2022","0.601","0.578","0.47"
"186","1721109","Tocantínia","TO","Norte","7459","2022","0.589","0.57","0.459"
"187","1721257","Tupirama","TO","Norte","1909","2022","0.67","0.629","0.593"
"188","1721307","Tupiratins","TO","Norte","1874","2022","0.587","0.601","0.425"
"189","1722081","Wanderlândia","TO","Norte","10522","2022","0.638","0.619","0.561"
"190","2100154","Água Doce do Maranhão","MA","Nordeste","12142","2022","0.5","0.494","0.363"
"191","2100204","Alcântara","MA","Nordeste","18466","2022","0.573","0.525","0.475"
"192","2100477","Alto Alegre do Pindaré","MA","Nordeste","25710","2022","0.558","0.465","0.483"
"193","2100501","Alto Parnaíba","MA","Nordeste","11109","2022","0.633","0.683","0.474"
"194","2100550","Amapá do Maranhão","MA","Nordeste","7170","2022","0.52","0.503","0.406"
"195","2100832","Apicum-Açu","MA","Nordeste","17519","2022","0.568","0.529","0.483"
"196","2100873","Araguanã","MA","Nordeste","11182","2022","0.533","0.483","0.444"
"197","2101103","Axixá","MA","Nordeste","11790","2022","0.641","0.535","0.634"
"198","2101251","Bacabeira","MA","Nordeste","16966","2022","0.629","0.558","0.58"
"199","2101301","Bacuri","MA","Nordeste","16290","2022","0.578","0.54","0.484"
"200","2101350","Bacurituba","MA","Nordeste","5255","2022","0.537","0.474","0.479"
"201","2101707","Barreirinhas","MA","Nordeste","65583","2022","0.57","0.515","0.479"
"202","2101731","Belágua","MA","Nordeste","8460","2022","0.512","0.417","0.455"
"203","2101772","Bela Vista do Maranhão","MA","Nordeste","11750","2022","0.554","0.515","0.45"
"204","2101806","Benedito Leite","MA","Nordeste","5469","2022","0.546","0.531","0.426"
"205","2101939","Bernardo do Mearim","MA","Nordeste","5840","2022","0.604","0.544","0.547"
"206","2101970","Boa Vista do Gurupi","MA","Nordeste","7574","2022","0.545","0.515","0.461"
"207","2102077","Bom Lugar","MA","Nordeste","12212","2022","0.562","0.486","0.493"
"208","2102101","Brejo","MA","Nordeste","34120","2022","0.562","0.517","0.454"
"209","2102150","Brejo de Areia","MA","Nordeste","9218","2022","0.519","0.507","0.408"
"210","2102309","Buriti Bravo","MA","Nordeste","22455","2022","0.59","0.539","0.506"
"211","2102325","Buriticupu","MA","Nordeste","55507","2022","0.556","0.533","0.455"
"212","2102374","Cachoeira Grande","MA","Nordeste","9732","2022","0.537","0.422","0.476"
"213","2102408","Cajapió","MA","Nordeste","10121","2022","0.553","0.466","0.505"
"214","2102507","Cajari","MA","Nordeste","16412","2022","0.523","0.456","0.421"
"215","2102556","Campestre do Maranhão","MA","Nordeste","12301","2022","0.652","0.611","0.586"
"216","2102606","Cândido Mendes","MA","Nordeste","19932","2022","0.561","0.52","0.456"
"217","2102754","Capinzal do Norte","MA","Nordeste","11374","2022","0.537","0.517","0.43"
"218","2103109","Cedral","MA","Nordeste","10208","2022","0.605","0.52","0.57"
"219","2103125","Central do Maranhão","MA","Nordeste","7094","2022","0.585","0.503","0.557"
"220","2103158","Centro do Guilherme","MA","Nordeste","12342","2022","0.542","0.51","0.442"
"221","2103174","Centro Novo do Maranhão","MA","Nordeste","16267","2022","0.518","0.508","0.382"
"222","2103554","Conceição do Lago-Açu","MA","Nordeste","14915","2022","0.512","0.492","0.37"
"223","2103752","Davinópolis","MA","Nordeste","14404","2022","0.607","0.561","0.535"
"224","2103802","Dom Pedro","MA","Nordeste","23053","2022","0.622","0.582","0.545"
"225","2103901","Duque Bacelar","MA","Nordeste","10223","2022","0.533","0.485","0.451"
"226","2104057","Estreito","MA","Nordeste","33294","2022","0.659","0.666","0.536"
"227","2104073","Feira Nova do Maranhão","MA","Nordeste","8048","2022","0.532","0.511","0.405"
"228","2104081","Fernando Falcão","MA","Nordeste","10873","2022","0.443","0.417","0.286"
"229","2104099","Formosa da Serra Negra","MA","Nordeste","17719","2022","0.556","0.485","0.459"
"230","2104503","Governador Archer","MA","Nordeste","10228","2022","0.565","0.545","0.481"
"231","2104602","Governador Eugênio Barros","MA","Nordeste","13930","2022","0.572","0.55","0.462"
"232","2104628","Governador Luiz Rocha","MA","Nordeste","7063","2022","0.544","0.508","0.459"
"233","2104701","Graça Aranha","MA","Nordeste","6023","2022","0.57","0.538","0.459"
"234","2104909","Guimarães","MA","Nordeste","10290","2022","0.625","0.535","0.592"
"235","2105104","Icatu","MA","Nordeste","24794","2022","0.546","0.475","0.472"
"236","2105351","Itaipava do Grajaú","MA","Nordeste","13828","2022","0.518","0.456","0.419"
"237","2105450","Jatobá","MA","Nordeste","7471","2022","0.561","0.522","0.481"
"238","2105476","Jenipapo dos Vieiras","MA","Nordeste","17076","2022","0.49","0.445","0.346"
"239","2105658","Junco do Maranhão","MA","Nordeste","5146","2022","0.552","0.55","0.443"
"240","2105807","Lago do Junco","MA","Nordeste","9506","2022","0.581","0.537","0.492"
"241","2105906","Lago Verde","MA","Nordeste","14769","2022","0.557","0.508","0.466"
"242","2105922","Lagoa do Mato","MA","Nordeste","10572","2022","0.566","0.525","0.475"
"243","2105948","Lago dos Rodrigues","MA","Nordeste","8758","2022","0.602","0.555","0.534"
"244","2105989","Lajeado Novo","MA","Nordeste","7060","2022","0.589","0.561","0.494"
"245","2106003","Lima Campos","MA","Nordeste","11297","2022","0.581","0.578","0.481"
"246","2106102","Loreto","MA","Nordeste","11591","2022","0.582","0.516","0.495"
"247","2106201","Luís Domingues","MA","Nordeste","7161","2022","0.588","0.541","0.512"
"248","2106300","Magalhães de Almeida","MA","Nordeste","13807","2022","0.567","0.502","0.499"
"249","2106359","Marajá do Sena","MA","Nordeste","7034","2022","0.452","0.4","0.299"
"250","2106375","Maranhãozinho","MA","Nordeste","13761","2022","0.55","0.497","0.465"
"251","2106409","Mata Roma","MA","Nordeste","17090","2022","0.57","0.483","0.494"
"252","2106631","Matões do Norte","MA","Nordeste","17432","2022","0.533","0.452","0.436"
"253","2106672","Milagres do Maranhão","MA","Nordeste","8818","2022","0.527","0.465","0.413"
"254","2106706","Mirador","MA","Nordeste","21030","2022","0.545","0.485","0.451"
"255","2106805","Mirinzal","MA","Nordeste","13978","2022","0.622","0.546","0.582"
"256","2107100","Morros","MA","Nordeste","18554","2022","0.548","0.485","0.48"
"257","2107209","Nina Rodrigues","MA","Nordeste","14060","2022","0.585","0.474","0.547"
"258","2107258","Nova Colinas","MA","Nordeste","5021","2022","0.566","0.502","0.481"
"259","2107308","Nova Iorque","MA","Nordeste","4320","2022","0.584","0.558","0.489"
"260","2107357","Nova Olinda do Maranhão","MA","Nordeste","14314","2022","0.581","0.536","0.484"
"261","2107407","Olho d'Água das Cunhãs","MA","Nordeste","17919","2022","0.589","0.551","0.491"
"262","2107456","Olinda Nova do Maranhão","MA","Nordeste","13577","2022","0.575","0.495","0.531"
"263","2107605","Palmeirândia","MA","Nordeste","21059","2022","0.556","0.488","0.492"
"264","2107803","Parnarama","MA","Nordeste","31250","2022","0.542","0.504","0.416"
"265","2107902","Passagem Franca","MA","Nordeste","17220","2022","0.532","0.525","0.401"
"266","2108058","Paulino Neves","MA","Nordeste","17056","2022","0.561","0.481","0.511"
"267","2108108","Paulo Ramos","MA","Nordeste","20341","2022","0.549","0.546","0.447"
"268","2108256","Pedro do Rosário","MA","Nordeste","24320","2022","0.516","0.475","0.415"
"269","2108306","Penalva","MA","Nordeste","32511","2022","0.554","0.519","0.472"
"270","2108405","Peri Mirim","MA","Nordeste","11106","2022","0.599","0.506","0.572"
"271","2108454","Peritoró","MA","Nordeste","20479","2022","0.564","0.499","0.464"
"272","2108702","Pio XII","MA","Nordeste","21886","2022","0.541","0.535","0.408"
"273","2108801","Pirapemas","MA","Nordeste","17714","2022","0.576","0.501","0.514"
"274","2109056","Porto Rico do Maranhão","MA","Nordeste","5954","2022","0.615","0.538","0.561"
"275","2109205","Presidente Juscelino","MA","Nordeste","11356","2022","0.563","0.452","0.532"
"276","2109239","Presidente Médici","MA","Nordeste","4696","2022","0.591","0.518","0.522"
"277","2109270","Presidente Sarney","MA","Nordeste","17470","2022","0.557","0.486","0.472"
"278","2109304","Presidente Vargas","MA","Nordeste","10498","2022","0.587","0.47","0.56"
"279","2109403","Primeira Cruz","MA","Nordeste","13614","2022","0.512","0.448","0.414"
"280","2109502","Riachão","MA","Nordeste","22145","2022","0.576","0.572","0.442"
"281","2109551","Ribamar Fiquene","MA","Nordeste","7420","2022","0.615","0.592","0.527"
"282","2109700","Sambaíba","MA","Nordeste","5568","2022","0.565","0.542","0.456"
"283","2109759","Santa Filomena do Maranhão","MA","Nordeste","6697","2022","0.525","0.461","0.435"
"284","2110039","Santa Luzia do Paruá","MA","Nordeste","24307","2022","0.599","0.583","0.51"
"285","2110203","Santa Rita","MA","Nordeste","37035","2022","0.609","0.553","0.551"
"286","2110237","Santana do Maranhão","MA","Nordeste","10567","2022","0.51","0.445","0.394"
"287","2110278","Santo Amaro do Maranhão","MA","Nordeste","13671","2022","0.518","0.454","0.416"
"288","2110302","Santo Antônio dos Lopes","MA","Nordeste","14304","2022","0.566","0.547","0.465"
"289","2110401","São Benedito do Rio Preto","MA","Nordeste","18364","2022","0.541","0.468","0.452"
"290","2110609","São Bernardo","MA","Nordeste","26943","2022","0.572","0.514","0.479"
"291","2110658","São Domingos do Azeitão","MA","Nordeste","7992","2022","0.59","0.576","0.486"
"292","2110708","São Domingos do Maranhão","MA","Nordeste","34034","2022","0.582","0.549","0.504"
"293","2110807","São Félix de Balsas","MA","Nordeste","4402","2022","0.557","0.517","0.43"
"294","2110906","São Francisco do Maranhão","MA","Nordeste","12064","2022","0.528","0.503","0.4"
"295","2111029","São João do Carú","MA","Nordeste","12251","2022","0.509","0.487","0.397"
"296","2111052","São João do Paraíso","MA","Nordeste","9904","2022","0.609","0.554","0.542"
"297","2111078","São João do Soter","MA","Nordeste","16889","2022","0.517","0.486","0.401"
"298","2111250","São José dos Basílios","MA","Nordeste","6957","2022","0.557","0.501","0.48"
"299","2111508","São Mateus do Maranhão","MA","Nordeste","38829","2022","0.616","0.627","0.515"
"300","2111532","São Pedro da Água Branca","MA","Nordeste","13444","2022","0.605","0.577","0.523"
"301","2111573","São Pedro dos Crentes","MA","Nordeste","5783","2022","0.6","0.558","0.524"
"302","2111607","São Raimundo das Mangabeiras","MA","Nordeste","18672","2022","0.61","0.583","0.521"
"303","2111631","São Raimundo do Doca Bezerra","MA","Nordeste","5650","2022","0.516","0.478","0.41"
"304","2111672","São Roberto","MA","Nordeste","4544","2022","0.516","0.475","0.391"
"305","2111706","São Vicente Ferrer","MA","Nordeste","19498","2022","0.592","0.504","0.541"
"306","2111722","Satubinha","MA","Nordeste","8784","2022","0.493","0.45","0.369"
"307","2111748","Senador Alexandre Costa","MA","Nordeste","10207","2022","0.538","0.52","0.435"
"308","2111763","Senador La Rocque","MA","Nordeste","14700","2022","0.602","0.57","0.515"
"309","2111789","Serrano do Maranhão","MA","Nordeste","10202","2022","0.519","0.44","0.433"
"310","2111805","Sítio Novo","MA","Nordeste","17074","2022","0.564","0.509","0.456"
"311","2111953","Sucupira do Riachão","MA","Nordeste","4985","2022","0.568","0.538","0.447"
"312","2112001","Tasso Fragoso","MA","Nordeste","8862","2022","0.599","0.562","0.491"
"313","2112274","Tufilândia","MA","Nordeste","5507","2022","0.555","0.502","0.481"
"314","2112605","Urbano Santos","MA","Nordeste","32812","2022","0.588","0.506","0.522"
"315","2112852","Vila Nova dos Martírios","MA","Nordeste","10362","2022","0.581","0.555","0.491"
"316","2200103","Agricolândia","PI","Nordeste","4940","2022","0.599","0.55","0.526"
"317","2200251","Alagoinha do Piauí","PI","Nordeste","6819","2022","0.531","0.535","0.391"
"318","2200277","Alegrete do Piauí","PI","Nordeste","4634","2022","0.585","0.564","0.475"
"319","2200301","Alto Longá","PI","Nordeste","13479","2022","0.585","0.567","0.47"
"320","2200459","Alvorada do Gurguéia","PI","Nordeste","5322","2022","0.578","0.52","0.496"
"321","2200608","Angical do Piauí","PI","Nordeste","6827","2022","0.63","0.61","0.555"
"322","2200707","Anísio de Abreu","PI","Nordeste","9407","2022","0.594","0.534","0.512"
"323","2200806","Antônio Almeida","PI","Nordeste","3152","2022","0.62","0.579","0.527"
"324","2200905","Aroazes","PI","Nordeste","5369","2022","0.583","0.563","0.468"
"325","2200954","Aroeiras do Itaim","PI","Nordeste","2690","2022","0.519","0.502","0.378"
"326","2201002","Arraial","PI","Nordeste","4520","2022","0.56","0.514","0.449"
